Hamilton County (Chattanooga),4,4,.,0,816,0.0% lower
East Tennessee Region,6,7,.,105,2460,4.3% higher
Jackson-Madison County,1,1,.,88,601,14.6% higher
Knoxville-Knox County,3,3,.,17,1719,1.0% lower
Mid-Cumberland Region,6,11,.,1,511,0.2% lower
Shelby County (Memphis),8,12,.,4,998,0.4% lower
Nashville-Davidson County,3,6,.,1,285,0.4% lower
Northeast Region,3,5,.,3,290,1.0%
South Central Region,3,3,.,0,265,0.0% lower
Southeast Region,3,4,.,1,565,0.2% lower
Sullivan County (Tri-Cities),0,1,.,0,0,0.0% n/a
Upper Cumberland Region,3,4,.,0,504,0.0% lower
West Tennessee Region,6,6,.,1,296,0.3% lower
