Hamilton County (Chattanooga),3,4,.,0,401,0.0%
East Tennessee Region,7,8,.,2,1896,0.1%
Jackson-Madison County,1,2,.,0,420,0.0%
Knoxville-Knox County,3,4,.,0,1033,0.0%
Mid-Cumberland Region,8,10,.,0,603,0.0%
Shelby County (Memphis),0,5,.,0,0,0.0% n/a
Nashville-Davidson County,3,5,.,0,158,0.0%
Northeast Region,3,3,.,3,253,1.2% higher
South Central Region,3,3,.,0,231,0.0%
Southeast Region,4,5,.,0,178,0.0%
Sullivan County (Tri-Cities),1,2,.,0,166,0.0%
Upper Cumberland Region,4,4,.,0,362,0.0%
West Tennessee Region,6,6,.,1,335,0.3%
