Hamilton County (Chattanooga),2,4,.,0,55,0.0%
East Tennessee Region,5,7,.,1,1999,0.1%
Jackson-Madison County,0,1,.,0,0,0.0% n/a
Knoxville-Knox County,2,3,.,5,416,1.2% higher
Mid-Cumberland Region,6,15,.,0,505,0.0%
Shelby County (Memphis),7,11,.,0,809,0.0%
Nashville-Davidson County,2,10,.,0,294,0.0%
Northeast Region,3,5,.,0,192,0.0%
South Central Region,3,3,.,0,206,0.0%
Southeast Region,3,5,.,0,131,0.0%
Sullivan County (Tri-Cities),1,1,.,0,360,0.0%
Upper Cumberland Region,2,4,.,0,287,0.0%
West Tennessee Region,6,6,.,0,347,0.0%
