Hamilton County (Chattanooga),2,4,.,0,71,0.0%
East Tennessee Region,5,8,.,0,1766,0.0%
Jackson-Madison County,1,2,.,0,558,0.0%
Knoxville-Knox County,4,4,.,0,1280,0.0%
Mid-Cumberland Region,9,10,.,1,721,0.1%
Shelby County (Memphis),0,5,.,0,0,0.0% n/a
Nashville-Davidson County,3,5,.,2,459,0.4% higher
Northeast Region,3,3,.,0,239,0.0%
South Central Region,3,3,.,0,229,0.0%
Southeast Region,4,5,.,0,161,0.0%
Sullivan County (Tri-Cities),2,2,.,0,530,0.0%
Upper Cumberland Region,4,4,.,0,477,0.0%
West Tennessee Region,5,6,.,0,310,0.0%
