Hamilton County (Chattanooga),3,4,.,0,337,0.0% lower
East Tennessee Region,5,7,.,10,1993,0.5% lower
Jackson-Madison County,0,1,.,0,0,0.0% n/a
Knoxville-Knox County,3,3,.,7,1564,0.5% lower
Mid-Cumberland Region,6,15,.,0,507,0.0% lower
Shelby County (Memphis),9,11,.,69,1024,6.7% higher
Nashville-Davidson County,3,10,.,4,740,0.5%
Northeast Region,2,5,.,0,137,0.0%
South Central Region,2,3,.,0,137,0.0%
Southeast Region,3,5,.,0,236,0.0%
Sullivan County (Tri-Cities),1,1,.,0,354,0.0% lower
Upper Cumberland Region,4,4,.,1,566,0.2% lower
West Tennessee Region,6,6,.,0,332,0.0%
