Hamilton County (Chattanooga),3,4,.,3,611,0.5% lower
East Tennessee Region,6,7,.,87,2462,3.5% higher
Jackson-Madison County,1,1,.,108,551,19.6% higher
Knoxville-Knox County,3,3,.,18,1545,1.2% lower
Mid-Cumberland Region,6,11,.,4,349,1.2%
Shelby County (Memphis),7,12,.,11,886,1.2% lower
Nashville-Davidson County,4,6,.,10,886,1.1% lower
Northeast Region,4,5,.,0,396,0.0% lower
South Central Region,3,3,.,1,222,0.5% lower
Southeast Region,3,4,.,2,542,0.4% lower
Sullivan County (Tri-Cities),0,1,.,0,0,0.0% n/a
Upper Cumberland Region,4,4,.,2,617,0.3% lower
West Tennessee Region,6,6,.,2,292,0.7% lower
