Hamilton County (Chattanooga),4,4,.,0,775,0.0%
East Tennessee Region,5,7,.,7,1854,0.4%
Jackson-Madison County,0,2,.,0,0,0.0% n/a
Knoxville-Knox County,2,4,.,3,591,0.5%
Mid-Cumberland Region,10,11,.,3,986,0.3%
Shelby County (Memphis),10,12,.,7,1060,0.7% higher
Nashville-Davidson County,3,5,.,0,537,0.0%
Northeast Region,2,3,.,0,190,0.0%
South Central Region,3,3,.,0,272,0.0%
Southeast Region,3,5,.,0,275,0.0%
Sullivan County (Tri-Cities),1,2,.,0,355,0.0%
Upper Cumberland Region,4,4,.,0,563,0.0%
West Tennessee Region,6,6,.,0,330,0.0%
