Hamilton County (Chattanooga),4,4,.,0,685,0.0%
East Tennessee Region,4,7,.,0,1416,0.0%
Jackson-Madison County,0,2,.,0,0,0.0% n/a
Knoxville-Knox County,2,4,.,0,429,0.0%
Mid-Cumberland Region,7,11,.,0,571,0.0%
Shelby County (Memphis),10,12,.,4,1021,0.4% higher
Nashville-Davidson County,3,5,.,0,419,0.0%
Northeast Region,2,3,.,1,112,0.9% higher
South Central Region,3,3,.,0,220,0.0%
Southeast Region,4,5,.,0,193,0.0%
Sullivan County (Tri-Cities),1,2,.,0,372,0.0%
Upper Cumberland Region,4,4,.,0,492,0.0%
West Tennessee Region,5,6,.,0,264,0.0%
