Hamilton County (Chattanooga),4,4,.,0,699,0.0%
East Tennessee Region,4,7,.,0,1556,0.0%
Jackson-Madison County,0,2,.,0,0,0.0% n/a
Knoxville-Knox County,1,4,.,0,381,0.0%
Mid-Cumberland Region,5,11,.,0,458,0.0%
Shelby County (Memphis),9,12,.,6,1019,0.6% higher
Nashville-Davidson County,2,5,.,0,301,0.0%
Northeast Region,2,3,.,0,171,0.0%
South Central Region,2,3,.,0,175,0.0%
Southeast Region,4,5,.,0,158,0.0%
Sullivan County (Tri-Cities),1,2,.,0,302,0.0%
Upper Cumberland Region,4,4,.,0,495,0.0%
West Tennessee Region,5,6,.,0,268,0.0%
