Hamilton County (Chattanooga),0,4,.,0,0,0.0% n/a
East Tennessee Region,5,7,.,41,2204,1.9%
Jackson-Madison County,0,1,.,0,0,0.0% n/a
Knoxville-Knox County,2,3,.,5,608,0.8%
Mid-Cumberland Region,6,11,.,1,435,0.2% lower
Shelby County (Memphis),9,12,.,37,1275,2.9% higher
Nashville-Davidson County,1,6,.,0,33,0.0%
Northeast Region,3,4,.,1,273,0.4%
South Central Region,3,3,.,1,276,0.4%
Southeast Region,3,5,.,3,163,1.8%
Sullivan County (Tri-Cities),0,1,.,0,0,0.0% n/a
Upper Cumberland Region,1,4,.,0,47,0.0%
West Tennessee Region,6,6,.,1,329,0.3%
