Hamilton County (Chattanooga),2,4,.,0,508,0.0%
East Tennessee Region,5,7,.,1,1624,0.1%
Jackson-Madison County,0,1,.,0,0,0.0% n/a
Knoxville-Knox County,2,3,.,4,1019,0.4%
Mid-Cumberland Region,8,11,.,3,899,0.3%
Shelby County (Memphis),2,12,.,3,135,2.2% higher
Nashville-Davidson County,2,6,.,1,780,0.1%
Northeast Region,2,4,.,0,105,0.0%
South Central Region,3,3,.,1,230,0.4%
Southeast Region,3,4,.,0,428,0.0%
Sullivan County (Tri-Cities),0,1,.,0,0,0.0% n/a
Upper Cumberland Region,4,4,.,1,528,0.2%
West Tennessee Region,6,6,.,0,246,0.0%
