Hamilton County (Chattanooga),4,4,.,0,492,0.0% lower
East Tennessee Region,5,7,.,32,1749,1.8% higher
Jackson-Madison County,0,1,.,0,0,0.0% n/a
Knoxville-Knox County,1,3,.,4,575,0.7%
Mid-Cumberland Region,9,11,.,9,691,1.3%
Shelby County (Memphis),10,12,.,23,1120,2.1% higher
Nashville-Davidson County,1,6,.,0,21,0.0%
Northeast Region,2,3,.,1,101,1.0%
South Central Region,3,3,.,0,148,0.0%
Southeast Region,3,5,.,0,184,0.0%
Sullivan County (Tri-Cities),1,1,.,0,185,0.0%
Upper Cumberland Region,4,4,.,0,319,0.0%
West Tennessee Region,5,6,.,0,186,0.0%
