Hamilton County (Chattanooga),3,4,.,0,614,0.0% lower
East Tennessee Region,5,7,.,61,2653,2.3% lower
Jackson-Madison County,1,1,.,77,643,12.0% higher
Knoxville-Knox County,2,3,.,11,1158,1.0% lower
Mid-Cumberland Region,6,11,.,2,851,0.2% lower
Shelby County (Memphis),9,11,.,66,1140,5.8% higher
Nashville-Davidson County,4,8,.,69,815,8.5% higher
Northeast Region,3,4,.,0,189,0.0% lower
South Central Region,2,3,.,2,115,1.7%
Southeast Region,4,5,.,0,471,0.0% lower
Sullivan County (Tri-Cities),0,1,.,0,0,0.0% n/a
Upper Cumberland Region,4,4,.,0,628,0.0% lower
West Tennessee Region,6,6,.,1,361,0.3% lower
