Hamilton County (Chattanooga),4,4,.,5,696,0.7%
East Tennessee Region,7,8,.,60,2484,2.4% higher
Jackson-Madison County,1,2,.,18,550,3.3% higher
Knoxville-Knox County,4,4,.,12,1815,0.7% lower
Mid-Cumberland Region,9,10,.,9,580,1.6%
Shelby County (Memphis),0,5,.,0,0,n/a
Nashville-Davidson County,2,6,.,8,150,5.3% higher
Northeast Region,3,3,.,1,305,0.3%
South Central Region,3,3,.,0,164,0.0%
Southeast Region,5,5,.,8,525,1.5%
Sullivan County (Tri-Cities),2,2,.,1,488,0.2% lower
Upper Cumberland Region,3,4,.,1,379,0.3%
West Tennessee Region,5,6,.,2,262,0.8%
