Hamilton County (Chattanooga),2,4,.,0,362,0.0% lower
East Tennessee Region,5,7,.,62,1648,3.8% higher
Jackson-Madison County,1,1,.,12,514,2.3%
Knoxville-Knox County,2,3,.,4,406,1.0%
Mid-Cumberland Region,7,11,.,0,547,0.0% lower
Shelby County (Memphis),7,12,.,50,838,6.0% higher
Nashville-Davidson County,2,6,.,1,270,0.4% lower
Northeast Region,1,4,.,0,102,0.0%
South Central Region,3,3,.,0,220,0.0% lower
Southeast Region,4,4,.,0,193,0.0% lower
Sullivan County (Tri-Cities),0,1,.,0,0,0.0% n/a
Upper Cumberland Region,3,4,.,0,562,0.0% lower
West Tennessee Region,6,6,.,0,323,0.0% lower
