Hamilton County (Chattanooga),3,4,.,0,442,0.0%
East Tennessee Region,6,7,.,1,2262,0.0%
Jackson-Madison County,0,1,.,0,0,0.0% n/a
Knoxville-Knox County,2,3,.,3,405,0.7% higher
Mid-Cumberland Region,6,15,.,1,412,0.2%
Shelby County (Memphis),1,11,.,0,107,0.0%
Nashville-Davidson County,2,10,.,0,212,0.0%
Northeast Region,3,5,.,2,339,0.6% higher
South Central Region,3,3,.,0,240,0.0%
Southeast Region,1,5,.,0,8,0.0%
Sullivan County (Tri-Cities),1,1,.,0,310,0.0%
Upper Cumberland Region,4,4,.,1,654,0.2%
West Tennessee Region,6,6,.,0,352,0.0%
