Hamilton County (Chattanooga),4,4,.,0,861,0.0%
East Tennessee Region,6,7,.,1,1429,0.1%
Jackson-Madison County,1,2,.,8,615,1.3% higher
Knoxville-Knox County,4,4,.,1,1869,0.1%
Mid-Cumberland Region,7,10,.,3,490,0.6% higher
Shelby County (Memphis),0,5,.,0,0,0.0% n/a
Nashville-Davidson County,3,5,.,0,953,0.0%
Northeast Region,3,3,.,1,216,0.5%
South Central Region,3,3,.,0,220,0.0%
Southeast Region,5,5,.,1,667,0.2%
Sullivan County (Tri-Cities),2,2,.,0,524,0.0%
Upper Cumberland Region,4,4,.,0,575,0.0%
West Tennessee Region,6,6,.,0,297,0.0%
