Hamilton County (Chattanooga),3,4,.,0,505,0.0%
East Tennessee Region,3,7,.,3,568,0.5%
Jackson-Madison County,0,2,.,0,0,0.0% n/a
Knoxville-Knox County,1,4,.,0,319,0.0%
Mid-Cumberland Region,10,11,.,2,894,0.2%
Shelby County (Memphis),9,12,.,7,806,0.9% higher
Nashville-Davidson County,3,5,.,0,340,0.0%
Northeast Region,1,3,.,0,67,0.0%
South Central Region,3,3,.,0,228,0.0%
Southeast Region,3,5,.,0,59,0.0%
Sullivan County (Tri-Cities),1,2,.,0,358,0.0%
Upper Cumberland Region,4,4,.,0,524,0.0%
West Tennessee Region,5,6,.,0,239,0.0%
