Hamilton County (Chattanooga),3,4,.,0,423,0.0%
East Tennessee Region,7,7,.,19,2395,0.8% higher
Jackson-Madison County,0,1,.,0,0,0.0% n/a
Knoxville-Knox County,1,3,.,0,372,0.0%
Mid-Cumberland Region,6,15,.,0,677,0.0%
Shelby County (Memphis),5,11,.,0,477,0.0%
Nashville-Davidson County,3,10,.,0,319,0.0%
Northeast Region,3,5,.,0,194,0.0%
South Central Region,3,3,.,0,211,0.0%
Southeast Region,1,5,.,0,0,0.0% n/a
Sullivan County (Tri-Cities),1,1,.,0,253,0.0%
Upper Cumberland Region,4,4,.,0,508,0.0%
West Tennessee Region,6,6,.,0,377,0.0%
