Hamilton County (Chattanooga),2,4,.,0,138,0.0%
East Tennessee Region,6,7,.,25,2331,1.1% higher
Jackson-Madison County,1,1,.,1,476,0.2%
Knoxville-Knox County,4,4,.,10,1610,0.6%
Mid-Cumberland Region,8,10,.,4,905,0.4%
Shelby County (Memphis),3,10,.,0,954,0.0% lower
Nashville-Davidson County,4,6,.,2,540,0.4%
Northeast Region,2,3,.,0,208,0.0%
South Central Region,3,3,.,0,207,0.0%
Southeast Region,4,5,.,0,390,0.0%
Sullivan County (Tri-Cities),0,2,.,0,0,0.0%
Upper Cumberland Region,2,4,.,0,249,0.0%
West Tennessee Region,6,6,.,0,376,0.0%
