Hamilton County (Chattanooga),4,4,.,0,854,0.0%
East Tennessee Region,4,7,.,5,1878,0.3%
Jackson-Madison County,1,2,.,3,576,0.5%
Knoxville-Knox County,3,4,.,6,1837,0.3%
Mid-Cumberland Region,9,11,.,1,1087,0.1%
Shelby County (Memphis),7,12,.,11,935,1.2% higher
Nashville-Davidson County,4,5,.,0,963,0.0%
Northeast Region,2,3,.,0,166,0.0%
South Central Region,3,3,.,1,275,0.4%
Southeast Region,4,5,.,0,382,0.0%
Sullivan County (Tri-Cities),0,2,.,0,0,0.0% n/a
Upper Cumberland Region,3,4,.,0,362,0.0%
West Tennessee Region,5,6,.,2,289,0.7%
