Hamilton County (Chattanooga),4,4,.,4,812,0.5%
East Tennessee Region,8,8,.,67,2633,2.5% higher
Jackson-Madison County,1,2,.,3,450,0.7%
Knoxville-Knox County,4,4,.,5,1112,0.5% lower
Mid-Cumberland Region,7,10,.,22,933,2.4% higher
Shelby County (Memphis),0,5,.,0,0,0.0% n/a
Nashville-Davidson County,3,5,.,0,423,0.0% lower
Northeast Region,1,3,.,0,146,0.0%
South Central Region,3,3,.,0,196,0.0%
Southeast Region,5,5,.,2,847,0.2% lower
Sullivan County (Tri-Cities),1,2,.,0,366,0.0% lower
Upper Cumberland Region,3,4,.,0,532,0.0% lower
West Tennessee Region,6,6,.,0,329,0.0% lower
