Hamilton County (Chattanooga),2,4,.,0,70,0.0%
East Tennessee Region,6,7,.,34,1999,1.7% higher
Jackson-Madison County,0,1,.,0,0,0.0% n/a
Knoxville-Knox County,2,3,.,2,417,0.5%
Mid-Cumberland Region,6,15,.,0,582,0.0%
Shelby County (Memphis),7,11,.,1,822,0.1%
Nashville-Davidson County,3,10,.,0,428,0.0%
Northeast Region,5,5,.,0,374,0.0%
South Central Region,3,3,.,0,154,0.0%
Southeast Region,2,5,.,0,108,0.0%
Sullivan County (Tri-Cities),1,1,.,0,501,0.0%
Upper Cumberland Region,4,4,.,0,579,0.0%
West Tennessee Region,6,6,.,0,334,0.0%
