Hamilton County (Chattanooga),2,4,.,0,378,0.0% lower
East Tennessee Region,5,7,.,27,2016,1.3%
Jackson-Madison County,1,1,.,57,556,10.3% higher
Knoxville-Knox County,2,3,.,4,1071,0.4% lower
Mid-Cumberland Region,6,11,.,1,668,0.2% lower
Shelby County (Memphis),7,12,.,38,701,5.4% higher
Nashville-Davidson County,2,7,.,4,581,0.7%
Northeast Region,3,4,.,0,223,0.0% lower
South Central Region,3,3,.,0,208,0.0%
Southeast Region,3,5,.,1,412,0.2% lower
Sullivan County (Tri-Cities),0,1,.,0,0,0.0% n/a
Upper Cumberland Region,4,4,.,0,559,0.0% lower
West Tennessee Region,6,6,.,0,271,0.0% lower
